accident_id,person_id,involvement_type,age,injury,vehicle_type,action_taken
3846,10962,Driver,52.0,None,"Automobile, Station Wagon",Other
3846,10963,Pedestrian,82.0,Fatal,Other,
3847,10964,Driver,32.0,None,"Automobile, Station Wagon",Parked
3847,10965,Cyclist,27.0,Major,Bicycle,Going Ahead
3848,10966,Driver,52.0,None,"Automobile, Station Wagon",Reversing
3848,10967,Pedestrian,87.0,Major,Other,
3849,10968,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
3849,10969,Pedestrian,,Major,Other,Other
3849,10970,Driver,,None,"Automobile, Station Wagon",Unknown
3850,10971,Passenger,62.0,Major,Other,
3850,10972,Passenger,27.0,Minor,Other,
3850,10973,Driver,47.0,Minor,"Automobile, Station Wagon",Turning Right
3850,10974,Other Property Owner,,,Other,
3851,10975,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
3851,10976,Pedestrian,47.0,Major,Other,
3852,10977,Vehicle Owner,,,Other,
3852,10978,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
3852,10979,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
3853,10980,Driver,82.0,None,"Automobile, Station Wagon",Going Ahead
3853,10981,Vehicle Owner,,,Other,
3853,10982,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3853,10983,Pedestrian,12.0,Major,Other,
3854,10984,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
3854,10985,Pedestrian,77.0,Major,Other,
3854,10986,Pedestrian,87.0,Fatal,Other,
3855,10987,Passenger,42.0,None,Other,
3855,10988,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3855,10989,Vehicle Owner,,,Other,
3855,10990,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3855,10991,Pedestrian,62.0,Fatal,Other,
3856,10992,Driver,57.0,None,"Automobile, Station Wagon",Stopped
3856,10993,Cyclist,42.0,Major,Bicycle,Going Ahead
3857,10994,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
3857,10995,Driver,37.0,None,"Automobile, Station Wagon",Changing Lanes
3858,10996,Vehicle Owner,,,Other,
3858,10997,Driver,27.0,Fatal,"Automobile, Station Wagon",Going Ahead
3859,10998,Passenger,2.0,Major,Other,
3859,10999,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
3859,11000,Vehicle Owner,,,Other,
3859,11001,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
3860,11002,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
3860,11003,Cyclist,27.0,Major,Bicycle,Going Ahead
3861,11004,Driver,47.0,None,"Automobile, Station Wagon",Parked
3861,11005,Cyclist,52.0,Major,Bicycle,Going Ahead
3862,11006,Passenger,72.0,Fatal,Other,
3862,11007,Driver,72.0,Major,"Automobile, Station Wagon",Going Ahead
3862,11008,Other Property Owner,,,Other,
3863,11009,Motorcycle Driver,32.0,Major,Motorcycle,Going Ahead
3863,11010,Motorcycle Driver,27.0,Minor,Motorcycle,Going Ahead
3863,11011,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
3864,11012,Vehicle Owner,,,Other,
3864,11013,Driver,42.0,None,"Automobile, Station Wagon",Parked
3864,11014,Cyclist,42.0,Major,Bicycle,Going Ahead
3865,11015,Driver,37.0,Major,"Automobile, Station Wagon",Going Ahead
3865,11016,Other Property Owner,,,Other,
3866,11017,Other,27.0,None,Other,
3866,11018,Pedestrian,62.0,Major,Other,Other
3866,11019,Driver,22.0,None,"Automobile, Station Wagon",Slowing or Stopping
3867,11020,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
3867,11021,Pedestrian,27.0,Major,Other,
3868,11022,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
3868,11023,Cyclist,67.0,Major,Bicycle,Overtaking
3869,11024,Driver,82.0,None,"Automobile, Station Wagon",Going Ahead
3869,11025,Pedestrian,,Major,Other,Other
3870,11026,Driver,72.0,Major,"Automobile, Station Wagon",Going Ahead
3870,11027,Other Property Owner,,,Other,
3871,11028,Passenger,32.0,Major,Other,
3871,11029,Driver,87.0,Minor,"Automobile, Station Wagon",Unknown
3871,11030,Vehicle Owner,,,Other,
3871,11031,Truck Driver,47.0,None,Truck - Open,Going Ahead
3872,11032,Vehicle Owner,,,Other,
3872,11033,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
3872,11034,Pedestrian,12.0,Major,Other,
3873,11035,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
3873,11036,Pedestrian,57.0,Major,Other,
3874,11037,Motorcycle Driver,22.0,Major,Motorcycle,Going Ahead
3874,11038,Driver,67.0,None,"Automobile, Station Wagon",Parked
3874,11039,Vehicle Owner,,,Other,
3874,11040,Driver,17.0,None,"Automobile, Station Wagon",Changing Lanes
3875,11041,Driver,,None,"Automobile, Station Wagon",Unknown
3875,11042,Pedestrian,27.0,Major,Other,
3876,11043,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
3877,11044,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3877,11045,Pedestrian,17.0,Major,Other,
3878,11046,Vehicle Owner,,,Other,
3878,11047,Driver,42.0,Major,"Automobile, Station Wagon",Stopped
3878,11048,Driver,87.0,None,"Automobile, Station Wagon",Stopped
3878,11049,Driver,52.0,None,"Automobile, Station Wagon",Turning Right
3879,11050,Passenger,17.0,Major,Other,
3879,11051,Motorcycle Driver,37.0,Major,Motorcycle,Going Ahead
3879,11052,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
3880,11053,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3880,11054,Pedestrian,22.0,Major,Other,
3881,11055,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3881,11056,Pedestrian,67.0,Major,Other,
3882,11057,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
3882,11058,Passenger,62.0,Minor,Other,
3882,11059,Driver,77.0,Minor,"Automobile, Station Wagon",Going Ahead
3882,11060,Other Property Owner,,,Other,
3883,11061,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3883,11062,Pedestrian,92.0,Major,Other,
3884,11063,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3884,11064,Pedestrian,77.0,Major,Other,
3885,11065,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3885,11066,Cyclist,12.0,Major,Bicycle,Going Ahead
3886,11067,Driver,42.0,None,"Automobile, Station Wagon",Stopped
3886,11068,Cyclist,22.0,Major,Bicycle,Going Ahead
3887,11069,Driver,,None,"Automobile, Station Wagon",Going Ahead
3887,11070,Cyclist,12.0,Major,Bicycle,Going Ahead
3888,11071,Vehicle Owner,,,Other,
3888,11072,Driver,52.0,None,Municipal Transit Bus (TTC),Going Ahead
3888,11073,Driver,52.0,Major,"Automobile, Station Wagon",Slowing or Stopping
3889,11074,Driver,47.0,None,"Automobile, Station Wagon",Reversing
3889,11075,Pedestrian,77.0,Fatal,Other,
3890,11076,Vehicle Owner,,,Other,
3890,11077,Driver,57.0,Major,"Automobile, Station Wagon",Going Ahead
3890,11078,Passenger,57.0,Minimal,Other,
3890,11079,Passenger,62.0,Minimal,Other,
3890,11080,Driver,62.0,Minimal,"Automobile, Station Wagon",Slowing or Stopping
3891,11081,Pedestrian,87.0,Major,Other,
3891,11082,Vehicle Owner,,,Other,
3891,11083,Driver,52.0,None,"Automobile, Station Wagon",Turning Left
3892,11084,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3892,11085,Pedestrian,77.0,Major,Other,
3893,11086,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
3893,11087,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
3893,11088,Pedestrian,32.0,Minor,Other,
3893,11089,Pedestrian,2.0,Major,Other,
3894,11090,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3894,11091,Cyclist,52.0,Major,Bicycle,Going Ahead
3895,11092,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
3895,11093,Pedestrian,82.0,Major,Other,
3896,11094,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
3896,11095,Pedestrian,42.0,Major,Other,
3897,11096,Passenger,27.0,Major,Other,
3897,11097,Driver,27.0,Fatal,"Automobile, Station Wagon",Going Ahead
3897,11098,Other Property Owner,,,Other,
3898,11099,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3898,11100,Vehicle Owner,,,Other,
3898,11101,Driver,32.0,Minor,"Automobile, Station Wagon",Turning Left
3898,11102,Passenger,7.0,Major,Other,
3899,11103,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
3899,11104,Pedestrian,47.0,Major,Other,
3900,11105,Vehicle Owner,,,Other,
3900,11106,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
3900,11107,Pedestrian,62.0,Major,Other,
3901,11108,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
3902,11109,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
3902,11110,Driver,32.0,None,"Automobile, Station Wagon",Stopped
3903,11111,Driver,37.0,None,"Automobile, Station Wagon",Reversing
3903,11112,Pedestrian,77.0,Major,Other,
3904,11113,Driver,67.0,Major,"Automobile, Station Wagon",Going Ahead
3904,11114,Pedestrian,82.0,Minor,Other,
3905,11115,Passenger,17.0,Minimal,Other,
3905,11116,Driver,22.0,Fatal,"Automobile, Station Wagon",Going Ahead
3905,11117,Other Property Owner,,,Other,
3906,11118,Driver,77.0,None,"Automobile, Station Wagon",Going Ahead
3906,11119,Pedestrian,87.0,Major,Other,
3907,11120,Vehicle Owner,,,Other,
3907,11121,Driver,37.0,Minor,"Automobile, Station Wagon",Going Ahead
3907,11122,Driver,57.0,Fatal,"Automobile, Station Wagon",Going Ahead
3908,11123,Vehicle Owner,,,Other,
3908,11124,Driver,57.0,None,Taxi,Going Ahead
3908,11125,Pedestrian,32.0,Major,Other,
3909,11126,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3909,11127,Pedestrian,47.0,Major,Other,
3910,11128,Vehicle Owner,,,Other,
3910,11129,Driver,32.0,None,"Automobile, Station Wagon",Pulling Onto Shoulder or towardCurb
3910,11130,Cyclist,57.0,Major,Bicycle,Going Ahead
3911,11131,Passenger,72.0,None,Other,
3911,11132,Driver,77.0,None,"Automobile, Station Wagon",Going Ahead
3911,11133,Pedestrian,32.0,Fatal,Other,
3912,11134,Driver,,None,"Automobile, Station Wagon",Turning Right
3912,11135,Pedestrian,32.0,Major,Other,
3913,11136,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
3913,11137,Pedestrian,27.0,Major,Other,
3914,11138,Vehicle Owner,,,,
3914,11139,Driver,77.0,Major,"Automobile, Station Wagon",Going Ahead
3914,11140,Passenger,47.0,Minor,,
3914,11141,Driver,47.0,Minor,Passenger Van,Stopped
3915,11142,Driver,,None,"Automobile, Station Wagon",Going Ahead
3915,11143,Pedestrian,,Major,Other,Other
3916,11144,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3916,11145,Cyclist,22.0,Major,Bicycle,Turning Left
3917,11146,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
3917,11147,Pedestrian,17.0,Major,Other,
3918,11148,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
3918,11149,Pedestrian,22.0,Major,Other,
3919,11150,Driver,52.0,Major,"Automobile, Station Wagon",Going Ahead
3919,11151,Other Property Owner,,,Other,
3920,11152,Passenger,2.0,None,Other,Other
3920,11153,Passenger,27.0,None,Other,Other
3920,11154,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
3920,11155,Pedestrian,77.0,Fatal,Other,Other
3921,11156,Vehicle Owner,,,Other,
3921,11157,Driver,72.0,None,"Automobile, Station Wagon",Going Ahead
3921,11158,Pedestrian,52.0,Major,Other,
3922,11159,Vehicle Owner,,,Other,
3922,11160,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
3922,11161,Pedestrian,52.0,Major,Other,
3923,11162,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
3923,11163,Pedestrian,7.0,Major,Other,
3924,11164,Driver,42.0,None,"Automobile, Station Wagon",Going Ahead
3924,11165,Pedestrian,32.0,Minor,Other,
3924,11166,Pedestrian,32.0,Major,Other,
3925,11167,Vehicle Owner,,,Other,
3925,11168,Driver,42.0,Major,"Automobile, Station Wagon",Changing Lanes
3925,11169,Driver,67.0,Minimal,"Automobile, Station Wagon",Going Ahead
3926,11170,Driver,62.0,None,"Automobile, Station Wagon",Overtaking
3926,11171,Vehicle Owner,,,Other,
3926,11172,Cyclist,57.0,Major,Bicycle,Going Ahead
3927,11173,Pedestrian,42.0,Major,Other,
3927,11174,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
3928,11175,Driver,67.0,Minor,"Automobile, Station Wagon",Going Ahead
3928,11176,Pedestrian,67.0,Major,Other,Other
3929,11177,Vehicle Owner,,,Other,
3929,11178,Driver,52.0,Fatal,"Automobile, Station Wagon",Going Ahead
3929,11179,Other Property Owner,,,Other,
3930,11180,Vehicle Owner,,,Other,
3930,11181,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
3930,11182,Pedestrian,,Major,Other,Other
3931,11183,Vehicle Owner,,,Other,
3931,11184,Driver,22.0,None,"Automobile, Station Wagon",Turning Left
3931,11185,Pedestrian,72.0,Major,Other,
3932,11186,Motorcycle Driver,32.0,Major,Motorcycle,Going Ahead
3932,11187,Vehicle Owner,,,Other,
3932,11188,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
3933,11189,Motorcycle Driver,42.0,Major,Motorcycle,Going Ahead
3933,11190,Driver,,None,"Automobile, Station Wagon",Slowing or Stopping
3934,11191,Driver,42.0,None,"Automobile, Station Wagon",Overtaking
3934,11192,Cyclist,52.0,Major,Bicycle,Going Ahead
3935,11193,Driver,42.0,None,"Automobile, Station Wagon",Changing Lanes
3935,11194,Motorcycle Driver,47.0,Major,Motorcycle,Going Ahead
3936,11195,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
3936,11196,Driver,32.0,None,"Automobile, Station Wagon",Stopped
3936,11197,Vehicle Owner,,,Other,
3936,11198,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
3937,11199,Other Property Owner,,,Other,
3937,11200,Vehicle Owner,,,Other,
3937,11201,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
3938,11202,Vehicle Owner,,,Other,
3938,11203,Driver,47.0,None,"Automobile, Station Wagon",Turning Right
3938,11204,Other,,None,Other,Parked
3938,11205,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
3939,11206,Vehicle Owner,,,Other,
3939,11207,Driver,52.0,None,Taxi,Turning Left
3939,11208,Pedestrian,2.0,Major,Other,
3939,11209,Pedestrian,37.0,Minor,Other,
3940,11210,Driver,32.0,None,"Automobile, Station Wagon",Turning Left
3940,11211,Pedestrian,47.0,Major,Other,
3941,11212,Driver,27.0,None,"Automobile, Station Wagon",Unknown
3941,11213,Pedestrian,,Major,Other,Other
3942,11214,Driver,27.0,Minimal,"Automobile, Station Wagon",Going Ahead
3942,11215,Pedestrian,27.0,Major,Other,
3943,11216,Vehicle Owner,,,Other,
3943,11217,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3943,11218,Pedestrian,67.0,Major,Other,
3944,11219,Vehicle Owner,,,Other,
3944,11220,Driver,62.0,None,"Automobile, Station Wagon",Turning Left
3944,11221,Passenger,72.0,Major,Other,
3944,11222,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
3945,11223,Vehicle Owner,,,Other,
3945,11224,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
3946,11225,Vehicle Owner,,,Other,
3946,11226,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3946,11227,Pedestrian,22.0,Major,Other,
3947,11228,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
3947,11229,Pedestrian,77.0,Major,Other,Other
3948,11230,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
3948,11231,Pedestrian,77.0,Major,Other,
3949,11232,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
3949,11233,Pedestrian,47.0,Major,Other,
3950,11234,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
3950,11235,Pedestrian,42.0,Major,Other,
3951,11236,Driver,52.0,None,"Automobile, Station Wagon",Reversing
3951,11237,Passenger,57.0,Minor,Other,
3951,11238,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
3952,11239,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
3952,11240,Passenger,32.0,Major,Other,
3953,11241,Passenger,47.0,None,Other,
3953,11242,Passenger,32.0,None,Other,
3953,11243,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3953,11244,Pedestrian,72.0,Major,Other,
3954,11245,Vehicle Owner,,,Other,
3954,11246,Passenger,17.0,None,Other,
3954,11247,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
3954,11248,Pedestrian,87.0,Major,Other,
3955,11249,Driver,42.0,Major,"Automobile, Station Wagon",Pulling Onto Shoulder or towardCurb
3955,11250,Other Property Owner,,,Other,
3955,11251,Pedestrian,32.0,Major,Other,
3956,11252,Driver,,None,"Automobile, Station Wagon",Pulling Away from Shoulder or Curb
3956,11253,Pedestrian,47.0,Major,Other,
3957,11254,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
3957,11255,Other Property Owner,,,Other,
3958,11256,Driver,72.0,Fatal,"Automobile, Station Wagon",Going Ahead
3958,11257,Vehicle Owner,,,Other,
3958,11258,Truck Driver,52.0,Minor,Truck - Open,Going Ahead
3958,11259,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3959,11260,Passenger,27.0,Major,Other,
3959,11261,Vehicle Owner,,,Other,
3959,11262,Driver,27.0,Minimal,"Automobile, Station Wagon",Going Ahead
3959,11263,Other Property Owner,,,Other,
3960,11264,Driver,77.0,None,"Automobile, Station Wagon",Going Ahead
3960,11265,Cyclist,62.0,Major,Bicycle,Going Ahead
3961,11266,Driver,67.0,None,"Automobile, Station Wagon",Changing Lanes
3961,11267,Pedestrian,77.0,Major,Other,
3962,11268,Other,,None,Other,Parked
3962,11269,Driver,62.0,Major,"Automobile, Station Wagon",Going Ahead
3963,11270,Driver,62.0,None,"Automobile, Station Wagon",Merging
3963,11271,Cyclist,82.0,Major,Bicycle,Going Ahead
3964,11272,Driver,47.0,None,"Automobile, Station Wagon",Turning Right
3964,11273,Cyclist,32.0,Major,Bicycle,Going Ahead
3965,11274,Driver,62.0,None,"Automobile, Station Wagon",Going Ahead
3965,11275,Cyclist,57.0,Major,Bicycle,Going Ahead
3966,11276,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
3966,11277,Cyclist,52.0,Major,Bicycle,Going Ahead
3967,11278,Vehicle Owner,,,Other,
3967,11279,Driver,27.0,None,"Automobile, Station Wagon",Turning Right
3967,11280,Pedestrian,52.0,Major,Other,
3968,11281,Truck Driver,77.0,Minimal,Truck - Open,Going Ahead
3968,11282,Driver,22.0,Major,"Automobile, Station Wagon",Going Ahead
3968,11283,Passenger,12.0,Minor,Other,
3968,11284,Vehicle Owner,,,Other,
3968,11285,Driver,52.0,Minor,"Automobile, Station Wagon",Going Ahead
3968,11286,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
3968,11287,Passenger,42.0,Minimal,Other,
3968,11288,Passenger,22.0,Minor,Other,
3968,11289,Driver,47.0,Minor,"Automobile, Station Wagon",Going Ahead
3969,11290,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3969,11291,Cyclist,27.0,Major,Bicycle,Turning Left
3970,11292,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
3970,11293,Other Property Owner,,,Other,
3971,11294,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
3972,11295,Passenger,82.0,Fatal,Other,
3972,11296,Driver,87.0,Minor,"Automobile, Station Wagon",Going Ahead
3973,11297,Vehicle Owner,,,Other,
3973,11298,Driver,47.0,None,"Automobile, Station Wagon",Parked
3973,11299,Cyclist,47.0,Major,Bicycle,Going Ahead
3974,11300,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3974,11301,Pedestrian,22.0,Major,Other,
3975,11302,Driver,52.0,None,"Automobile, Station Wagon",Going Ahead
3975,11303,Pedestrian,87.0,Major,Other,
3976,11304,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
3976,11305,Pedestrian,47.0,Fatal,Other,
3977,11306,Vehicle Owner,,,Other,
3977,11307,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
3977,11308,Passenger,32.0,Major,Other,
3978,11309,Vehicle Owner,,,Other,
3978,11310,Driver,47.0,Minimal,"Automobile, Station Wagon",Stopped
3978,11311,Driver,37.0,Major,Municipal Transit Bus (TTC),Slowing or Stopping
3979,11312,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
3979,11313,Pedestrian,42.0,Major,Other,
3980,11314,Driver,52.0,Minimal,"Automobile, Station Wagon",Turning Left
3980,11315,Cyclist,27.0,Major,Bicycle,Going Ahead
3981,11316,Pedestrian,12.0,Major,Other,
3981,11317,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
3982,11318,Vehicle Owner,,,Other,
3982,11319,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3982,11320,Cyclist,12.0,Major,Bicycle,Going Ahead
3983,11321,Pedestrian,52.0,Fatal,Other,
3983,11322,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
3984,11323,Vehicle Owner,,,Other,
3984,11324,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
3984,11325,Pedestrian,67.0,Fatal,Other,
3985,11326,Vehicle Owner,,,Other,
3985,11327,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
3985,11328,Cyclist,22.0,Major,Bicycle,Going Ahead
3986,11329,Driver,82.0,Major,"Automobile, Station Wagon",Going Ahead
3987,11330,Driver,,None,"Automobile, Station Wagon",Turning Left
3987,11331,Pedestrian,,Minor,Other,Other
3987,11332,Pedestrian,,Major,Other,Other
3988,11333,Vehicle Owner,,,Other,
3988,11334,Driver,32.0,Major,"Automobile, Station Wagon",Going Ahead
3988,11335,Other,,None,Other,Parked
3989,11336,Passenger,27.0,None,Other,
3989,11337,Vehicle Owner,,,Other,
3989,11338,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3989,11339,Pedestrian,22.0,Major,Other,
3990,11340,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
3990,11341,Pedestrian,47.0,Major,Other,
3991,11342,Driver,67.0,None,"Automobile, Station Wagon",Turning Left
3991,11343,Pedestrian,22.0,Major,Other,
3992,11344,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
3992,11345,Pedestrian,37.0,Major,Other,
3993,11346,Vehicle Owner,,,Other,
3993,11347,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
3993,11348,Pedestrian,42.0,Major,Other,
3994,11349,Driver,42.0,Major,"Automobile, Station Wagon",Going Ahead
3994,11350,Pedestrian,62.0,Minor,Other,
3995,11351,Driver,72.0,None,"Automobile, Station Wagon",Going Ahead
3995,11352,Pedestrian,47.0,Major,Other,
3996,11353,Vehicle Owner,,,Other,
3996,11354,Driver,47.0,Major,,Stopped
3996,11355,Driver,27.0,Minor,"Automobile, Station Wagon",Going Ahead
3997,11356,Driver,47.0,Major,"Automobile, Station Wagon",Going Ahead
3997,11357,Driver,57.0,Minor,"Automobile, Station Wagon",Going Ahead
3998,11358,Driver,27.0,Major,"Automobile, Station Wagon",Going Ahead
3998,11359,Other Property Owner,,,Other,
3999,11360,Other,,None,Other,Parked
3999,11361,Vehicle Owner,,,Other,
3999,11362,Driver,,Major,"Automobile, Station Wagon",Going Ahead
4000,11363,Pedestrian,37.0,Major,Other,
4000,11364,Driver,,None,"Automobile, Station Wagon",Reversing
4001,11365,Vehicle Owner,,,,
4001,11366,Cyclist,52.0,Major,Bicycle,Going Ahead
4001,11367,Driver,27.0,None,"Automobile, Station Wagon",Turning Right
4002,11368,Driver,47.0,None,"Automobile, Station Wagon",Going Ahead
4002,11369,Pedestrian,27.0,Major,Other,
4003,11370,Vehicle Owner,,,Other,
4003,11371,Passenger,67.0,Major,Other,
4003,11372,Driver,67.0,Minor,"Automobile, Station Wagon",Going Ahead
4003,11373,Driver,27.0,None,"Automobile, Station Wagon",Turning Left
4004,11374,Vehicle Owner,,,Other,
4004,11375,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
4004,11376,Pedestrian,57.0,Fatal,Other,
4005,11377,Vehicle Owner,,,Other,
4005,11378,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
4005,11379,Cyclist,17.0,Fatal,Bicycle,Going Ahead
4006,11380,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
4006,11381,Cyclist,17.0,Major,Bicycle,Turning Left
4007,11382,Driver,22.0,None,"Automobile, Station Wagon",Going Ahead
4007,11383,Pedestrian,22.0,Major,Other,
4008,11384,Vehicle Owner,,,,
4008,11385,Driver,57.0,None,"Automobile, Station Wagon",Making U Turn
4008,11386,Cyclist,22.0,Major,Bicycle,Overtaking
4009,11387,Pedestrian,27.0,Major,Other,
4009,11388,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
4010,11389,Vehicle Owner,,,,
4010,11390,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4010,11391,Motorcycle Driver,32.0,Fatal,Motorcycle,Going Ahead
4011,11392,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
4011,11393,Pedestrian,62.0,Major,,
4012,11394,Other,,None,"Automobile, Station Wagon",
4012,11395,Driver,47.0,None,Municipal Transit Bus (TTC),Turning Left
4012,11396,Pedestrian,67.0,Major,Other,
4013,11397,Vehicle Owner,,,Other,
4013,11398,Driver,42.0,None,"Automobile, Station Wagon",Turning Left
4013,11399,Wheelchair,62.0,Major,Other,
4014,11400,Driver,17.0,None,"Automobile, Station Wagon",Going Ahead
4014,11401,Pedestrian,17.0,Fatal,Other,
4014,11402,Pedestrian,17.0,None,Other,
4015,11403,Motorcycle Driver,62.0,Major,Motorcycle,Going Ahead
4015,11404,Driver - Not Hit,,None,"Automobile, Station Wagon",
4016,11405,Driver,67.0,None,"Automobile, Station Wagon",Going Ahead
4016,11406,Pedestrian,27.0,Major,Other,
4017,11407,Driver,27.0,None,"Automobile, Station Wagon",Going Ahead
4017,11408,Driver,,Major,"Automobile, Station Wagon",Going Ahead
4018,11409,Passenger,,Major,Other,Other
4018,11410,Driver,32.0,Minor,"Automobile, Station Wagon",Going Ahead
4018,11411,Vehicle Owner,,,Other,
4018,11412,Driver,17.0,Minimal,"Automobile, Station Wagon",Going Ahead
4019,11413,Driver,32.0,None,"Automobile, Station Wagon",Changing Lanes
4019,11414,Cyclist,62.0,Major,Bicycle,Merging
4020,11415,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4020,11416,Pedestrian,77.0,Major,Other,
4021,11417,Vehicle Owner,,,Other,
4021,11418,Driver,32.0,None,"Automobile, Station Wagon",Going Ahead
4021,11419,Pedestrian,62.0,Fatal,Other,
4022,11420,Driver,57.0,None,"Automobile, Station Wagon",Going Ahead
4022,11421,Pedestrian,77.0,Fatal,Other,
4023,11422,Driver,37.0,None,"Automobile, Station Wagon",Turning Right
4023,11423,Cyclist,62.0,Major,Bicycle,Stopped
4024,11424,Driver,67.0,None,"Automobile, Station Wagon",Stopped
4024,11425,Vehicle Owner,,,Other,
4024,11426,Driver,37.0,None,"Automobile, Station Wagon",Going Ahead
4024,11427,Cyclist,52.0,Major,Bicycle,Going Ahead
4025,11428,Vehicle Owner,,,,
4025,11429,Truck Driver,47.0,Major,Truck-Tractor,Turning Left
4025,11430,Driver,42.0,Minor,"Automobile, Station Wagon",Going Ahead
4025,11431,Other,,None,,
4026,11432,Passenger,2.0,Minor,Other,
